## ARTICLE EIGHT - WAGES, BENEFITS &amp; MONETARY CONDITIONS

8.01 Wage Rates and Fringe Benefits shall be in accordance with the following schedules:

## 8.01 (a) Industrial Work Local 488

| Effective Date                                                                                            | Base Rate VP& SHP                                                                                         | Hourly Rate (Base Rate +                                                                                  | ISIT (Earned)                                                                                             | H&W (Earned)                                                                                              | Pension (Earned)                                                                                          | Training (Earned)                                                                                         | SBTF (Earned)                                                                                             | UAW&O (Worked)                                                                                            | Total Wage                                                                                                |                                                                                                           |
| May3rd, 2026                                       | $28.67                                             | $31.54                                             | $0.60                                              | $2.40                                              | $6.50                                              | $0.64                                              | $0.20                                              | $0.15                                              | $0.17                                              | $42.20                                             |
| May2nd, 2027                                       | $29.18                                             | $32.10                                             | $0.60                                              | $2.65                                              | $6.50                                              | $0.69                                              | $0.25                                              | $0.15                                              | $0.21                                              | $43.14                                             |
| May7th, 2028                                       | $29.92                                             | $32.91                                             | $0.60                                              | $2.70                                              | $6.95                                              | $0.74                                              | $0.30                                              | $0.15                                              | $0.23                                              | $44.58                                             |

8.01 (e) Commercial &amp; Institutional Local 496

| Effective Date                                            | Base Rate                                                 | VP & SHP                                                  | (Base Rate + VP SH)                                       | MMDF                                                      | H&W                                                       | Pension                                                   | Training                                                  | Supp Ben                                                  | NAT/ORG                                                   | B&B                                                       | Total Wage                                                |
|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|
| General Foreman                                           | General Foreman                                           | General Foreman                                           | General Foreman                                           | General Foreman                                           | General Foreman                                           | General Foreman                                           | General Foreman                                           | General Foreman                                           | General Foreman                                           | General Foreman                                           | General Foreman                                           |
| May4th, 2025                                              | $50.00                                                    | 5.00                                                      | $55.00                                                    | 0.60                                                      | 2.40                                                      | 5.14                                                      | 0.55                                                      | 0.10                                                      | 0.15                                                      | 0.07                                                      | $64.01                                                    |
| May3rd, 2026                                              | $50.75                                                    | 5.08                                                      | $55.83                                                    | 0.60                                                      | 2.40                                                      | 5.44                                                      | 0.55                                                      | 0.10                                                      | 0.15                                                      | 0.09                                                      | $65.16                                                    |
| May2nd, 2027                                              | $51.50                                                    | 5.15                                                      | $56.65                                                    | 0.60                                                      | 2.65                                                      | 5.45                                                      | 0.60                                                      | 0.10                                                      | 0.15                                                      | 0.13                                                      | $66.33                                                    |
| May7th, 2028                                              | $52.75                                                    | 5.28                                                      | $58.03                                                    | 0.60                                                      | 2.70                                                      | 5.70                                                      | 0.65                                                      | 0.15                                                      | 0.15                                                      | 0.14                                                      | $68.12                                                    |
| Foreman                                                   | Foreman                                                   | Foreman                                                   | Foreman                                                   | Foreman                                                   | Foreman                                                   | Foreman                                                   | Foreman                                                   | Foreman                                                   | Foreman                                                   | Foreman                                                   | Foreman                                                   |
| May4th, 2025                                              | $47.00                                                    | 4.70                                                      | $51.70                                                    | 0.60                                                      | 2.40                                                      | 5.14                                                      | 0.55                                                      | 0.10                                                      | 0.15                                                      | 0.07                                                      | $60.71                                                    |
| May3rd, 2026                                              | $47.75                                                    | 4.78                                                      | $52.53                                                    | 0.60                                                      | 2.40                                                      | 5.44                                                      | 0.55                                                      | 0.10                                                      | 0.15                                                      | 0.09                                                      | $61.86                                                    |
| May2nd, 2027                                              | $48.50                                                    | 4.85                                                      | $53.35                                                    | 0.60                                                      | 2.65                                                      | 5.45                                                      | 0.60                                                      | 0.10                                                      | 0.15                                                      | 0.13                                                      | $63.03                                                    |
| May7th, 2028                                              | $49.75                                                    | 4.98                                                      | $54.73                                                    | 0.60                                                      | 2.70                                                      | 5.70                                                      | 0.65                                                      | 0.15                                                      | 0.15                                                      | 0.14                                                      | $64.82                                                    |
| Journeyman                                                | Journeyman                                                | Journeyman                                                | Journeyman                                                | Journeyman                                                | Journeyman                                                | Journeyman                                                | Journeyman                                                | Journeyman                                                | Journeyman                                                | Journeyman                                                | Journeyman                                                |
| May4th, 2025                                              | $44.00                                                    | 4.40                                                      | $48.40                                                    | 0.60                                                      | 2.40                                                      | 5.14                                                      | 0.55                                                      | 0.10                                                      | 0.15                                                      | 0.07                                                      | $57.41                                                    |
| May3rd, 2026                                              | $44.75                                                    | 4.48                                                      | $49.23                                                    | 0.60                                                      | 2.40                                                      | 5.44                                                      | 0.55                                                      | 0.10                                                      | 0.15                                                      | 0.09                                                      | $58.56                                                    |
| May2nd, 2027                                              | $45.50                                                    | 4.55                                                      | $50.05                                                    | 0.60                                                      | 2.65                                                      | 5.45                                                      | 0.60                                                      | 0.10                                                      | 0.15                                                      | 0.13                                                      | $59.73                                                    |
| May7th, 2028                                              | $46.75                                                    | 4.68                                                      | $51.43                                                    | 0.60                                                      | 2.70                                                      | 5.70                                                      | 0.65                                                      | 0.15                                                      | 0.15                                                      | 0.14                                                      | $61.52                                                    |
| 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      | 4th Year Steamfitter                                      |
| May4th, 2025                                              | $40.05                                                    | 4.01                                                      | $44.06                                                    | 0.10                                                      | 2.40                                                      | 4.63                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.07                                                      | $51.90                                                    |
| May3rd, 2026                                              | $40.73                                                    | 4.07                                                      | $44.80                                                    | 0.10                                                      | 2.40                                                      | 4.90                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.09                                                      | $52.93                                                    |
| May2nd, 2027                                              | $41.40                                                    | 4.14                                                      | $45.54                                                    | 0.10                                                      | 2.65                                                      | 4.91                                                      | 0.45                                                      | 0.10                                                      | 0.15                                                      | 0.13                                                      | $54.03                                                    |
| May7th, 2028                                              | $42.53                                                    | 4.25                                                      | $46.78                                                    | 0.10                                                      | 2.70                                                      | 5.13                                                      | 0.50                                                      | 0.15                                                      | 0.15                                                      | 0.14                                                      | $55.65                                                    |
| 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder | 4th Year Plumber - 3rd Year Steamfitter - 3rd Year Welder |
| May4th, 2025                                              | $35.60                                                    | 3.56                                                      | $39.16                                                    | 0.10                                                      | 2.40                                                      | 4.11                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.07                                                      | $46.49                                                    |
| May3rd, 2026                                              | $36.20                                                    | 3.62                                                      | $39.82                                                    | 0.10                                                      | 2.40                                                      | 4.35                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.09                                                      | $47.41                                                    |
| May2nd, 2027                                              | $36.80                                                    | 3.68                                                      | $40.48                                                    | 0.10                                                      | 2.65                                                      | 4.36                                                      | 0.45                                                      | 0.10                                                      | 0.15                                                      | 0.13                                                      | $48.42                                                    |
| May7th, 2028                                              | $37.80                                                    | 3.78                                                      | $41.58                                                    | 0.10                                                      | 2.70                                                      | 4.56                                                      | 0.50                                                      | 0.15                                                      | 0.15                                                      | 0.14                                                      | $49.88                                                    |
| 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          | 3rd Year Plumber                                          |
| May4th, 2025                                              | $31.15                                                    | 3.12                                                      | $34.27                                                    | 0.10                                                      | 2.40                                                      | 3.60                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.07                                                      | $41.08                                                    |
| May3rd, 2026                                              | $31.68                                                    | 3.17                                                      | $34.85                                                    | 0.10                                                      | 2.40                                                      | 3.81                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.09                                                      | $41.89                                                    |
| May2nd, 2027                                              | $32.20                                                    | 3.22                                                      | $35.42                                                    | 0.10                                                      | 2.65                                                      | 3.82                                                      | 0.45                                                      | 0.10                                                      | 0.15                                                      | 0.13                                                      | $42.82                                                    |
| May7th, 2028                                              | $33.08                                                    | 3.31                                                      | $36.39                                                    | 0.10                                                      | 2.70                                                      | 3.99                                                      | 0.50                                                      | 0.15                                                      | 0.15                                                      | 0.14                                                      | $44.11                                                    |
| 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          | 2nd Year Plumber                                          |
| May4th, 2025                                              | $26.70                                                    | 2.67                                                      | $29.37                                                    | 0.10                                                      | 2.40                                                      | 3.34                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.07                                                      | $35.67                                                    |
| May3rd, 2026                                              | $27.15                                                    | 2.72                                                      | $29.87                                                    | 0.10                                                      | 2.40                                                      | 3.54                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.09                                                      | $36.37                                                    |
| May2nd, 2027                                              | $27.60                                                    | 2.76                                                      | $30.36                                                    | 0.10                                                      | 2.65                                                      | 3.54                                                      | 0.45                                                      | 0.10                                                      | 0.15                                                      | 0.13                                                      | $37.21                                                    |
| May7th, 2028                                              | $28.35                                                    | 2.84                                                      | $31.19                                                    | 0.10                                                      | 2.70                                                      | 3.71                                                      | 0.50                                                      | 0.15                                                      | 0.15                                                      | 0.14                                                      | $38.35                                                    |
| 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       | 2nd Year SF &Welder                                       |
| May4th, 2025                                              | $28.93                                                    | 2.89                                                      | $31.82                                                    | 0.10                                                      | 2.40                                                      | 3.34                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.07                                                      | $38.38                                                    |
| May3rd, 2026                                              | $29.41                                                    | 2.94                                                      | $32.35                                                    | 0.10                                                      | 2.40                                                      | 3.54                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.09                                                      | $39.13                                                    |
| May2nd, 2027                                              | $29.90                                                    | 2.99                                                      | $32.89                                                    | 0.10                                                      | 2.65                                                      | 3.54                                                      | 0.45                                                      | 0.10                                                      | 0.15                                                      | 0.13                                                      | $40.01                                                    |
| May7th, 2028                                              | $30.71                                                    | 3.07                                                      | $33.78                                                    | 0.10                                                      | 2.70                                                      | 3.71                                                      | 0.50                                                      | 0.15                                                      | 0.15                                                      | 0.14                                                      | $41.23                                                    |
| 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         | 1st Yr. Appt. SF &Welder &Plumber                         |
| May4th, 2025                                              | $22.25                                                    | 2.23                                                      | $24.48                                                    | 0.10                                                      | 2.40                                                      | 2.57                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.07                                                      | $30.27                                                    |
| May3rd, 2026                                              | $22.63                                                    | 2.26                                                      | $24.89                                                    | 0.10                                                      | 2.40                                                      | 2.72                                                      | 0.40                                                      | 0.10                                                      | 0.15                                                      | 0.09                                                      | $30.85                                                    |
| May2nd, 2027                                              | $23.00                                                    | 2.30                                                      | $25.30                                                    | 0.10                                                      | 2.65                                                      | 2.73                                                      | 0.45                                                      | 0.10                                                      | 0.15                                                      | 0.13                                                      | $31.61                                                    |
| May7th, 2028                                              | $23.63                                                    | 2.36                                                      | $25.99                                                    | 0.10                                                      | 2.70                                                      | 2.85                                                      | 0.50                                                      | 0.15                                                      | 0.15                                                      | 0.14                                                      | $32.58                                                    |

## 8.02 Wage &amp; Benefit Determination

## 1 Wage Schedules

- (a) All wage and benefit increases shall be based on the journeyperson's total gross wage as listed under each of the wage schedules in article 8.01. The wage schedules will include an increase on the first Sunday of May in each calendar year effective May 4 th , 2025.
- (b) Increases will be applied to the Journeyman rate and apprentice rates will be prorated as per the established % of the Journeyman rate.
- (c) Effective May 4 th , 2025 the allocation to total benefits from future wage increases will not exceed 16.5% of the Journeyperson's Total Wage, rounded to the nearest 5 cents. The union will notify the Association as to where to allocate the wages to benefits not less than 60 days prior to the effective date of the increase in order to publish the revised wage schedule in a timely manner.
- 8.03 In order for an apprentice to advance to a higher classification in the apprenticeship program, the following criteria must be attained:
- (a) Complete a minimum of 1500 hours of on-the-job training.
- (b) Attend school and pass the appropriate examination.
- (c) Complete  those  courses  as  directed  by  the  Joint  Educational  Trust  Fund  Trustees  in consultation with the Employer affected.
- (d) The  apprentice's  next  period  increase  will  become  effective  on  the  first  pay  period following the date the apprentice presents to his Employer the letter received from the Apprenticeship Board notifying them of successful completion of a schooling period unless the  apprentice's  anniversary  date  has  not  been  reached.    In  that  case  the  increase  will become effective on the first pay period following the anniversary date.  An apprentice will receive his increase to journeyman rate on the first pay period following the date his ticket becomes effective.

## INDUSTRIAL

- 8.05 ( a) Pay day shall be once each week, and not more than five (5) days pay may be held back, unless other arrangements are made between the Employer and the Union.  Employees are to be paid a minimum of two (2) hours before the end of their regular shift, except when they are required to work a second or third shift on pay day, in which case they shall be paid on the preceding day.  Employers shall have the option to pay by payroll cheque or to pay by direct deposit to the bank account of the Employee's choice.  Where direct deposit is used, Employees will be provided with pay summaries on pay day which can be sent by fax to out of town jobs if necessary.  An Employer shall have the option of using electronic pay records and records of employment.  Upon request from an employee that does not have the capability to access electronic records, printed pay records shall be issued.  Upon request a printed record of employment will be issued.  Should an Employee, due to his

## Mechanical Collective Agreement 2025/29

inability to get a bank account, not be able to provide the Employer with their bank account number or void cheque, this shall not be considered to be a condition of employment.

- (b) Errors or omissions with the Employee's pay or pay cheque shall be corrected by the next pay period, provided the Employer is notified in a timely manner.

If the Employer has been notified at least one (1) working day prior to payroll cut off for the next pay period and the correction(s) is/are not made, there will be a penalty equivalent of two (2) hours at base rate, for every working day until the correction(s) is/are made beyond payday.  This Clause is not intended to be applicable to  situations  beyond  the contractor's control.

- (c) If the Employer determines that an error of overpayment has occurred, and the error has occurred in the last six (6) months, the Employer shall promptly give notice in writing to the  affected  employee  of  the  amount  of  the  error,  how  the  amount  of  the  error  was calculated, and a plan to recover the overpayment through deduction or deductions through one (1) or more pay periods. The employee shall be given three (3) working days to respond to the notice from the Employer.  If the employee agrees with the error, the plan shall be implemented. If there is a difference as to the error, the amount of the error, or the plan to correct  the  error,  the  Employer,  the  employee,  and  a  representative  of  the  Union  shall attempt

to resolve the difference. If the difference cannot be resolved within an additional three (3) working days, the Employer may implement the plan to correct the error, recognizing that the Employer may be ultimately responsible for damages and other remedies through the grievance procedure if the Employer is in error.

If the employee is no longer employed by the Employer by the discovery of the error or the completion of the plan to correct the error, the Union shall provide the Employer with the employee's last known contact information.

## COMMERCIAL/INSTITUTIONAL

- (d) Pay day shall be weekly or biweekly at the option of the Employer and not more than five (5) days pay may be held back, unless other arrangements are made between the Employer and the Union.

For  new  hires  only,  a  draw  of  seventy-five  percent  (75%)  of  net  wages  due  may  be requested after one (1) week.

It is further agreed that, in an emergency situation, an Employee will not be refused a midpoint draw of seventy-five percent (75%) of net wages due.

- 8.06 (a) When Employees are laid off or discharged, they shall be paid the wages due to them at the time of layoff or discharge and given their Record of Employment and Apprenticeship Book, if applicable, except in the case where the Employer has not established a pay office at the jobsite, payment will be mailed within two (2) working days.

## Mechanical Collective Agreement 2025/29

Employees must advise the payroll department of their employer if they believe their final pay is late.  The Employer will then have two working days following notification to get the final pay cheque to the employee.  Failure to do so will result in a penalty of four (4) hours at the applicable basic hourly rate of pay for each 24-hour period of delay beyond the two working days within which the pay should have been postmarked.  Such intervals shall only be deemed to include working days and shall remain exclusive of weekends and holidays.  It is  understood, however, that extenuating circumstances can arise, and that despite all good faith efforts and for reasons beyond the control of the Employer, payments may be delayed.  In such cases the onus shall be on the Employer to notify the Union, prior to the time by which the cheque is required to be available or required to be post marked, of  the  details  of  such  circumstances.    In  such  cases  the  payment  of  the  late  remittance amount shall be waived.

- (b) When an Employee voluntarily terminates their employment, the Employer will mail their wages to their last known address without undue delay but no later than two (2) working days after termination.
- (c) Any Employee who terminates their employment while away from the project will notify the payroll office immediately and will receive their pay cheque in accordance with this Article.  Employees who quit or are terminated for cause while away from the project will have their personal belongings collected by the Union Steward and a representative of their employer who will remove them to the nearest union hall.
- (d) Where the Employer lays off an Employee while the Employee is away from the project, any personal belongings will be shipped prepaid to their last known address unless alternate arrangements have been made.
- (e) The  Employer  shall  make  arrangements  for  the  Employees  to  cash  their  pay  cheques without exchange cost.
- (f) For the purposes of this Article, where an Employer is utilizing electronic banking, the above clauses will apply to the Employees of that Employer with the exception of those Employees who have selected to be paid by direct deposit. In this case the final pay will be paid on the next regular pay day when the time owing would have been normally payable. If this pay is late the four (4) hour late remittance language as set out in 8.06 (a) above will be applicable.
- 8.07 When an Employee is laid off or terminated, they shall be provided a reasonable amount of time in  which  to  pack  up  and  return  company  tools  and  obtain  camp  room  clearance  wherever applicable.
- 8.08 The Employer agrees to provide each pay period, a complete statement for each Employee showing dates  of  payroll  period  covered,  Social  Insurance  Number,  and  showing  separate  totals  of  the following:
- (a) Straight time hours paid;
- (b) Overtime hours paid;

- (c) Shift premium paid;
- (d) Statutory Holiday Pay; and
- (e) Vacation Pay.
- 8.09 The Employer shall further provide each Employee with a statement of their earnings for each pay period showing all amounts deducted.
- 8.10 Statutory Holiday Pay and Vacation Pay shall be paid each Employee every pay period except as provided for in Clause 14.06.
- 8.11 (a) For INDUSTRIAL work, notwithstanding anything contained elsewhere in this Agreement, all contributions to the separate following trust funds shall be payable by the Employer on the Employee's total actual hours EARNED including overtime.
